Topic,Words,Frequency,Timestamp,Name
35,"teatral, teatro, instituto, doblaje, actividad",30,1985-01-01,35_teatral_radio_televisión_audiovisual
36,"memoria, rendido, rendir, pronunciado, doctor",51,1985-01-01,36_memoria_rendido_homenajes_rendir
37,"alcohol, combustible, etílico, energético, petropar",8,1985-01-01,37_nuclear_energía_energético_gas
38,"cívica, radical, unión, ford, sucio",24,1985-01-01,38_cívica_radical_unión_nombre
39,"votar, referéndum, cal, reconsideración, inlormábar",16,1985-01-01,39_votar_voté_votado_vota
40,"kti, lcctura, témino, rticular, tiéne",9,1985-01-01,40_leito_aparicio_alderete_leavy
41,"aeropuerto, vuelo, casale, aerolíneas, argentinas",32,1985-01-01,41_aéreo_aerolíneas_argentinas_aeronave
42,"condonar, perdón, aval, perdónenme, enderlin",29,1985-01-01,42_disculpe_disculpa_perdón_discúlpeme
43,"ministro, ministerio, excusado, hoz, invitación",48,1985-01-01,43_ministros_gabinete_jefe_ministro
44,"respeto, respetar, merecer, rccho, hilaridad",22,1985-01-01,44_respeto_respetar_respetuoso_señores
45,"nogueras, orelli, taquígrafo, escuchar, dificultar",6,1985-01-01,45_escuchar_oradora_escuchaber_escuchen
46,"momento, época, analizar, deliberer, període",62,1985-01-01,46_momento_plazo_quórum_oportuno
47,"xii, xvi, xiii, xxi, 2p",24,1985-01-01,47_agost_carreño_2º_xii
48,"suizo, suiza, italo, accionista, franco",360,1985-01-01,48_suizo_suiza_italo_accionista
49,"parto, obstétrico, obstetra, médico, nacimiento",15,1985-01-01,49_aborto_mujer_embarazo_salud
50,"648, decreto, 1961, concesión, nulidad",196,1985-01-01,50_decreto_648_alidez_derogar
51,"concubinato, mujer, preguntémonos, dedicar, justicialista",8,1985-01-01,51_mujer_violencia_01_género
52,"ley1, 14005, iniciadoro, habiéndose, 4154",8,1985-01-01,52_ley_aviso_roja_definitivamente
53,"secretario, subsecretario, turno, villarreal, srur",62,1985-01-01,53_secretario_jefe_gabinete_secretaria
54,"audición, cinta, grabación, careo, radiofónico",5,1985-01-01,54_micrófono_audio_sonido_receptor
55,"copia, redacción, libro, sellos, autor",40,1985-01-01,55_redacción_autor_copia_citación
56,"bruguer, mantener, renumerado, consejero, conclusión",22,1985-01-01,56_continúir_finalizar_proseguir_continú...
57,"provincia, representante, provincial, sismo, industrial",19,1985-01-01,57_provincia_provincial_jurisdicción_int...
58,"valiar, registración, registro, italo, pena",3,1985-01-01,58_registrado_sarghini_carrió_grosso
59,"cedrola, taquígrafos, lorenzo, director, fracasado",14,1985-01-01,59_taquígrafos_director_cuerpo_monasteri...
60,"jaroslavsky, proposición, mociones, expreso, movinvento",27,1985-01-01,60_jaroslavsky_sr_manzano_proposición
61,"renuncia, presentado, 6124, yotar, 6067",17,1985-01-01,61_renuncia_presentado_peticiones_renunc...
62,"risas, apiubado, pase, buenamente, respetir",15,1985-01-01,62_risas_humor_risa_reír
63,"docente, educación, austral, reducción, 58495",6,1985-01-01,63_educación_educativo_universidad_docen...
64,"anfibios, provincia, quimilí, montreaux, cesion",11,1985-01-01,64_provincia_provincias_jura_requerírsel...
65,"prescindir, enunciación, pase, resuelto, pronunciamiento",17,1985-01-01,65_boletín_prescindir_enunciación_resuel...
66,"pedrini, acordar, rmativo, af, xxiii",8,1985-01-01,66_yasky_espert_acordar_allende
67,"rugir, guelar, , , ",6,1985-01-01,67_massot_mayoraz_rugir_vallone
68,"sanitarias, obras, saneamiento, compensador, inundación",21,1985-01-01,68_desastre_zona_emergencia_agropecuario
69,"6364380, huapi, nahuel, norable, 94",1,1985-01-01,69_de_la_que_el
70,"tabaco, conversión, 19800, vidal, desagio",3,1985-01-01,70_tabaco_cigarrillo_tabacalero_fumar
71,"zanjar, 171, prescrito, 165, 170",1,1985-01-01,71_abstenciones_abstención_afi_195
72,"tienir, , , , ",2,1985-01-01,72_6º_7º_1º_8º
73,"casa, indicación, suficiente, supóngar, sesionar",15,1985-01-01,73_casas_bue_considera_figueroa
74,"85, 84, parques, deportes, turismo",13,1985-01-01,74_turismo_turístico_viaje_actividad
75,"nombren, bronstein, caride, hoz, acceso",2,1985-01-01,75_inte_ocaña_conferencia_abierto
76,"inconviente, haskins, sells, plender, deloitte",4,1985-01-01,76_compartir_pala_natalia_morán
77,"concedo, , , , ",1,1985-01-01,77_giacomo_stolbizer_nalizar_pala
78,"reconsideración, reconsiderar, psicodrama, psicoterapia, presto",15,1985-01-01,78_reconsideración_reconsiderar_formulo_...
80,"forestal, salicácea, naturales, forestación, recursos",10,1985-01-01,80_bosque_nativo_ambiental_forestal
81,"sustitución, civil, padre, código, hijo",102,1985-01-01,81_civil_código_sustitución_padre
82,"vacilo, quince, miramar, villarreal, demagogo",8,1985-01-01,82_treinta_veinte_segundo_quince
83,"ferré, 8188, sk, 8011, 1068",5,1985-01-01,83_vea_pág_otación_él
85,"prolijidad, cansancio, 110, falta, ",1,1985-01-01,85_abstenciones_abstención_afi_131
87,"chubut, sidencia, di, considerer, ",13,1985-01-01,87_chubut_pala_sidencia_monti
88,"espectáculo, deportivo, estadio, violencia, contravencional",36,1985-01-01,88_deportivo_antidopaje_deporte_fútbol
89,"recordar, italo, momento, recuerdo, lemos",91,1985-01-01,89_recordar_italo_nalizado_olvidar
90,"cambiar, cambio, modificar, equivoquar, asentimien",17,1985-01-01,90_cambio_juntos_cambiar_interbloque
91,"eci, disurso, acción, razón, landín",22,1985-01-01,91_tema_motivo_razón_lógica
92,"puestos, abierto, presencia, electoral, 128",11,1985-01-01,92_abierto_presencia_puestos_electoral
93,"mano, vocación, levantar, recién, tener",2,1985-01-01,93_alzado_mano_levantar_afi
95,"banco, central, directorio, negociación, italo",160,1985-01-01,95_banco_central_directorio_negociación
97,"dieta, goce, descuento, descontar, 2151",32,1985-01-01,97_dieta_goce_homenajes_descuento
98,"vuelta, giro, mantuve, mociones, probable",11,1985-01-01,98_vuelta_garrido_giro_carasso
99,"tripicchio, contratado, monserrat, desempeñar, planta",3,1985-01-01,99_electoral_alianza_dni_candidato
100,"punto, ramos, peronista, adherir, redacción",20,1985-01-01,100_osuna_llancafilo_vásquez_punto
101,"mendoza, xiii, traslado, , ",1,1985-01-01,101_negativa_cero_negativos_nulo
102,"solicitud, solicitarar, cursado, postergo, peticionado",16,1985-01-01,102_solicitud_peticiones_solicité_solici...
103,"agradecer, concluido, apreciación, atuvimos, presencia",11,1985-01-01,103_agradecer_apreciación_agradecimiento...
104,"mañana, apartar, lunes, sobreentendido, formulo",22,1985-01-01,104_mañana_ayer_acordar_desplacer
105,"científico, ciencia, tecnológico, finalidad, técnica",8,1985-01-01,105_ciencia_tecnología_innovación_tecnol...
106,"pan, coepan, romay, alimentario, programa",7,1985-01-01,106_alimentario_alimento_programa_alimen...
107,"italo, compañía, empresa, directorio, eci",153,1985-01-01,107_italo_compañía_empresa_firma
108,"renuncié, nombrar, compañía, , ",1,1985-01-01,108_cientemente_apoyado_sufi_juliano
109,"juridicidad, saquear, rectifica, acto, descalificado",8,1985-01-01,109_corte_juez_patti_judicial
110,"cuerpo, 849, 907, 852, 962",5,1985-01-01,110_cuerpo_renumeración_corpacci_faculta...
113,"4s4, lee, 23073, 19s5, eci",2,1985-01-01,113_2002_diputados_2001_noviembre
114,"pesquero, olivia, caleta, misinir, puerto",6,1985-01-01,114_pesca_pesquero_mar_buque
115,"secretario, ministro, , , ",1,1985-01-01,115_ministros_gabinete_jefe_sota
116,"resolución1, expresion, archivar, atentado, repudio",3,1985-01-01,116_resolución_disidencias_aciones_obser...
118,"auditoría, auditor, contabilidad, contador, balance",60,1985-01-01,118_auditoría_auditor_forlón_designado
119,"inicialar, comenzar, iniciar, inicial, mezzadri",11,1985-01-01,119_comenzar_individual_comienzo_empezar
120,"palestina, liberación, organización, pertenezar, inquirí",2,1985-01-01,120_the_israel_palestino_convention
121,"faldeo, catedral, viabilizar, cerro, descrito",1,1985-01-01,121_castillo_loredo_ripoll_pichetto
122,"3p, lima, oficial, seguramente, ",2,1985-01-01,122_3º_5º_polini_1º
124,"leer, leído, leeré, eotilor, rogaría",10,1985-01-01,124_leído_leer_afi_leeré
126,"periodístico, noticia, periodista, anterioiidad, empalm",15,1985-01-01,126_periodista_periodístico_prensa_perio...
128,"telia, volver, nuevamente, digámoslo, introducir",10,1985-01-01,128_volver_nuevamente_otorgué_afi
129,"humanos, derechos, actitud, atentado, formar",10,1985-01-01,129_terrorismo_terrorista_humanos_derech...
130,"23073, 14005, vivienda, rúbeo, lote",16,1985-01-01,130_vivienda_alquiler_vendedor_locación
131,"semana, miércoles, próximo, viernes, jueves",14,1985-01-01,131_miércoles_jueves_semana_viernes
132,"nombre, chavanne, apellido, carosio, desvincular",23,1985-01-01,132_nombre_apellido_pila_corrección
133,"negociación, negociador, negociar, negociadora, italo",133,1985-01-01,133_negociación_negociador_negociar_nego...
135,"asignación, idéntico, control, puerperio, periodicidad",2,1985-01-01,135_aborto_mujer_embarazo_vida
137,"resu, ta, sírvar, concretar, presentado",3,1985-01-01,137_sírvar_resu_rizzotti_ta
138,"debate, , , , ",3,1985-01-01,138_lombardi_vidal_debate_vivero
140,"telefónico, comunicaciones, localidad, telediscado, cabina",57,1985-01-01,140_localidad_telefónico_comunicaciones_...
141,"interrumpir, interferencia, rugir, sírvanse, correligionario",8,1985-01-01,141_interrumpir_interrup_dencia_presi
143,"dispongo, confundí, referirno, alguien, reparo",8,1985-01-01,143_indicar_tienir_yo_pala
144,"suficientemente, apoyar, , , ",1,1985-01-01,144_martiarena_suficientemente_hagman_ap...
145,"750000, inos, psicólogo, psi, profesión",4,1985-01-01,145_salud_medicina_médico_medicamento
146,"flores, riutort, chehin, ervaciones, 6702",9,1985-01-01,146_flores_plantee_riutort_planteo
147,"conocimiento, información, conocer, klein, estudio",57,1985-01-01,147_conocimiento_información_tomar_conoc...
148,"caso, jocosamente, encia, italo, quisierar",18,1985-01-01,148_caso_suponer_demandar_separado
149,"referir, él, , , ",9,1985-01-01,149_referir_él_refer_déjeme
150,"conde, acceder, posibilidad, , ",1,1985-01-01,150_laspina_acceder_afi_lasbanca
151,"autenticacer, archivar, formular, diarios, cuestion",10,1985-01-01,151_autenticacer_archivar_formular_diari...
152,"oportunidad, repercusión, superficialmente, litigiosa, conocí",17,1985-01-01,152_oportunidad_solicité_ocasión_aprovec...
153,"ejercierir, enterado, aplazamiento, ilustración, nominar",5,1985-01-01,153_constitución_jura_requerírsele_esqui...
154,"apoyo, apoyar, guzmán, bloquista, toranzo",9,1985-01-01,154_apoyo_apoyar_apoyamos_adelantar
155,"utilización, sistema, ganaríamos, homenaj, suscitado",9,1985-01-01,155_sistema_electrónicamente_funcionar_l...
156,"ahorraríar, manzano, iniciativa, permítame, brevedad",5,1985-01-01,156_iniciativa_ambos_resulta_brevedad
157,"supresión, negociado, quita, edición, considerado",3,1985-01-01,157_eliminación_suprimir_eliminado_elimi...
159,"reconsideración, , , , ",5,1985-01-01,159_reconsideración_reconsideracion_reco...
162,"pronuncie, formuloir, acento, pronunciar, levantado",6,1985-01-01,162_pronunciamiento_pronuncie_acento_éli...
163,"vecinal, fronterizo, tráfico, silvero, exportación",6,1985-01-01,163_exportación_importación_mercadería_c...
164,"economía, ministro, italo, ministerio, hoz",66,1985-01-01,164_economía_ministro_ministerio_italo
165,"juez, juicio, furque, doctor, archivar",41,1985-01-01,165_juicio_juez_doctor_actuación
169,"próximo, xiii, arribar, seguir, someter",5,1985-01-01,169_próximo_listado_seguir_afi
171,"xix, xxhi, xiv, xvm, xvn",8,1985-01-01,171_ficación_afi_xiv_xix
172,"referencia, eligió, ubico, recuerde, villarreal",13,1985-01-01,172_referencia_coautor_referencien_lengu...
173,"reitero, escuchar, , , ",3,1985-01-01,173_escuchar_garay_reitero_escúchenme
174,"traslado, solicitud, respondient, moc, co1",23,1985-01-01,174_traslado_montoto_solicitud_trasladar
175,"mociones, pedidos, informes, consulta, asunseptiembre",18,1985-01-01,175_pedidos_mociones_informes_consulta
176,"pregunte, jura, preguntar, pregunta, porq",17,1985-01-01,176_pregunta_preguntar_contestar_respond...
177,"radical, neuquénsr, bancada, comprometiéndono, distin",11,1985-01-01,177_radical_radicalismo_bancada_evolució...
178,"sugerencia, acepto, sugerido, directiva, terrile",6,1985-01-01,178_sugerencia_sugerir_sugerido_acepto
180,"excusación, causal, adivinado, cesar, escaso",22,1985-01-01,180_inconveniente_excusación_contrario_e...
181,"tomer, , , , ",1,1985-01-01,181_petri_respetar_petmite_calma
182,"pregunta, inquietar, aue, srur, basualdo",8,1985-01-01,182_pregunta_realizar_preguntar_raro
183,"allegrone, eva, antesala, concurrent, aproximar",1,1985-01-01,183_evangelios_santos_jura_dios
184,"audiencia, alegar, precepto, públicamente, cuidar",5,1985-01-01,184_audiencia_guardar_público_requerírse...
185,"agregado, fappiano, , , ",7,1985-01-01,185_agregado_genera_resulta_gennaro
186,"hase, tema, , , ",4,1985-01-01,186_pala_tema_hase_interesado
187,"consulta, asesoramiento, asesorar, consultar, eci",38,1985-01-01,187_consulta_consultar_asesoramiento_ase...
188,"azúcar, remolacha, fructosa, edulcorant, monosacárido",33,1985-01-01,188_azúcar_vino_fructosa_remolacha
189,"taquigráfico, declacer, versión, revés, nota",2,1985-01-01,189_versión_taquigráfico_taquigráfi_taqu...
-1,"1986, divorcio, partes, matrimonio, él",5000,1986-01-01,-1_él_provincia_caso_año
0,"argentino, país, deuda, banco, 1986",781,1986-01-01,0_argentino_argentina_país_gobierno
1,"austral, presupuesto, 1986, déficit, 1985",229,1986-01-01,1_presupuesto_gasto_ciento_millón
2,"brizuela, gómez, razón, alsogaray, abril",34,1986-01-01,2_pastoriza_landau_abdala_silvestre
3,"debate, discusión, tema, sr, argumentación",172,1986-01-01,3_debate_discusión_tema_debatir
4,"docente, educación, cooperativa, universidad, titularización",63,1986-01-01,4_educación_universidad_docente_educativ...
5,"energía, combustibles, limay, hidronor, gas",77,1986-01-01,5_energía_gas_combustible_combustibles
6,"penal, código, pena, austral, delito",69,1986-01-01,6_penal_código_pena_delito
7,"117, 133, pág, 131, aseveración",53,1986-01-01,7_afi_127_129_131
8,"impuesto, agregado, normalización, contribuyente, impositiva",90,1986-01-01,8_impuesto_ganancia_tributario_fiscal
9,"sarias, 188, 157, 164, 189",11,1986-01-01,9_registrar_afi_él_136
10,"él, apartar, tratar, oportunidad, anotar",72,1986-01-01,10_haber_él_sr_referir
11,"colectivo, convenio, huelga, trabajo, negociación",64,1986-01-01,11_trabajo_trabajador_empleador_laboral
12,"salud, asistencia, pública, medicamento, berri",97,1986-01-01,12_salud_discapacidad_paciente_pública
13,"venta, bien, precio, previsionales, levándola",20,1986-01-01,13_precio_dólares_italo_millón
14,"president, apartar, cuerpo, reiniciar, presidente",18,1986-01-01,14_presiden_president_bue_sugerir
15,"doctor, ocupar, vanossi, merecí, guelar",20,1986-01-01,15_doctor_caride_hoz_ocupar
16,"elizalde, asent, tículo, putado, memora",38,1986-01-01,16_resulta_pala_afi_sin
17,"ruta, transportes, félix, ríquez, héctor",103,1986-01-01,17_ferroviario_ruta_ferrocarril_transpor...
18,"escribano, notarial, escribanos, complementario, previsión",39,1986-01-01,18_pensión_previsional_jubilado_jubilaci...
19,"antesala, aproximar, alsogaray, estrado, storani",29,1986-01-01,19_jurar_jura_someter_sr
20,"manifestación, manifestaciones, vertido, informes, acuérdesir",31,1986-01-01,20_manifestaciones_manifestación_barra_l...
21,"diputados, 8166, 4906, 7848, 6474",92,1986-01-01,21_diputados_5282_pala_pág
22,"sacco, teniente, coronel, combate, ministro",51,1986-01-01,22_militar_fuerza_defensa_soldati
23,"resignación, inteligencia, sivak, radical, moratoria",36,1986-01-01,23_político_democracia_partido_debate
24,"laguna, mandato, legislador, trienio, senador",14,1986-01-01,24_legislador_congreso_legislativo_parla...
25,"sr, pido, blanco, pugliese, tiene",39,1986-01-01,25_sr_pala_concedo_álvaro
26,"vicepresidente, pascual, nominación, cuerpo, designación",34,1986-01-01,26_vicepresidente_vicepresidencia_ocupar...
27,"educación, edificio, escuela, 1986, adolfo",107,1986-01-01,27_educación_escuela_monumento_aconsejar
28,"85, 86, autor, 363, agiegur",19,1986-01-01,28_2007_2010_2006_07
29,"1986, diputados, 3911, ele, abril",116,1986-01-01,29_1984_1985_diputados_véanse
30,"lechera, ganadería, agricultura, concertación, lechero",64,1986-01-01,30_agropecuario_ganadería_productor_agri...
31,"deuda, deudor, banco, externo, dólares",48,1986-01-01,31_deudor_deuda_hipotecario_crédito
32,"clerici, fe, cornaglia, sammartino, religioso",3,1986-01-01,32_evangelios_santos_dios_jurar
33,"justicialista, juez, probabilidad, justicia, justicialismo",46,1986-01-01,33_justicialista_juez_justicia_bancada
34,"matrimonio, divorcio, cónyuge, separación, matrimonial",216,1986-01-01,34_matrimonio_divorcio_cónyuge_hijo
35,"teatral, teatro, instituto, actividad, directorio",52,1986-01-01,35_teatral_radio_televisión_audiovisual
36,"memoria, rendido, pronunciado, rendir, escultora",18,1986-01-01,36_memoria_rendido_homenajes_rendir
37,"energía, nuclear, yugoslavia, petroquímica, cooperación",12,1986-01-01,37_nuclear_energía_energético_gas
38,"cívica, radical, unión, intransigente, nombre",23,1986-01-01,38_cívica_radical_unión_nombre
39,"votar, votado, fastidier, referirir, arregl",16,1986-01-01,39_votar_voté_votado_vota
40,"digón, clérici, giacosa, vanossi, tiete",37,1986-01-01,40_leito_aparicio_alderete_leavy
41,"aéreo, designado, aeronave, línea, vuelo",21,1986-01-01,41_aéreo_aerolíneas_argentinas_aeronave
42,"disculpa, disculparmar, atenguir, lamento, conformeli",15,1986-01-01,42_disculpe_disculpa_perdón_discúlpeme
